semantic_cluster,cluster_name,cluster_confidence,sentiment,sentiment_score,umap_x,umap_y,Reports,processed_text
4,💰 Financial Aid & Administration,0.98,Negative,-0.4215,7.735506,6.381684," Even with financial aid, I'm struggling to make ends meet while in college.", even with financial aid im struggling to make ends meet while in college
4,💰 Financial Aid & Administration,0.98,Negative,-0.296,8.877945,5.505168, I'm constantly worried about money and it's affecting my mental health., im constantly worried about money and its affecting my mental health
4,💰 Financial Aid & Administration,0.98,Negative,-0.6124,6.897237,6.045854, The college's policies around financial aid and scholarships are confusing and unfair., the colleges policies around financial aid and scholarships are confusing and unfair
4,💰 Financial Aid & Administration,0.98,Neutral,0.0,8.162121,6.678934," I've had to take on multiple jobs just to make ends meet, which leaves little time for studying and extracurricular activities.", ive had to take on multiple jobs just to make ends meet which leaves little time for studying and extracurricular activities
4,💰 Financial Aid & Administration,0.98,Negative,-0.3818,7.450266,5.834588, I'm worried about how I'm going to pay off my student loans once I graduate., im worried about how im going to pay off my student loans once i graduate
4,💰 Financial Aid & Administration,0.958,Negative,-0.1027,7.496474,7.643865," The cost of living in the area surrounding the college is too high, making it hard to afford basic necessities.", the cost of living in the area surrounding the college is too high making it hard to afford basic necessities
6,💼 Career & Internship Opportunities,0.98,Positive,0.6801,10.746342,9.686603, I wish there were more opportunities for students to earn money through on-campus jobs., i wish there were more opportunities for students to earn money through oncampus jobs
4,💰 Financial Aid & Administration,0.98,Negative,-0.34,8.421463,6.059182, I'm constantly stressed about money and it's taking a toll on my academic performance., im constantly stressed about money and its taking a toll on my academic performance
4,💰 Financial Aid & Administration,0.98,Neutral,0.0,6.927747,5.783061, The financial aid process is so overwhelming that I don't even know where to start., the financial aid process is so overwhelming that i dont even know where to start
4,💰 Financial Aid & Administration,0.98,Positive,0.2023,7.603251,6.594558, I'm barely able to afford food and other basic necessities on top of tuition and fees., im barely able to afford food and other basic necessities on top of tuition and fees
4,💰 Financial Aid & Administration,0.98,Positive,0.4019,8.180417,7.041627, I wish there were more financial literacy courses offered to students., i wish there were more financial literacy courses offered to students
7,🏛️ Campus Infrastructure,0.8663,Negative,-0.3612,6.96343,9.434293, It's frustrating that the college charges so much for things like parking permits and meal plans., its frustrating that the college charges so much for things like parking permits and meal plans
4,💰 Financial Aid & Administration,0.98,Negative,-0.296,7.809733,6.018446, I'm worried that I won't be able to graduate on time because I can't afford the classes I need., im worried that i wont be able to graduate on time because i cant afford the classes i need
4,💰 Financial Aid & Administration,0.98,Positive,0.3697,6.812302,5.898376, The college's scholarship application process is so competitive that it feels like there's no point in even trying., the colleges scholarship application process is so competitive that it feels like theres no point in even trying
4,💰 Financial Aid & Administration,0.687,Negative,-0.4767,7.919854,7.206348, It's unfair that some students are able to afford all the materials they need while others can't., its unfair that some students are able to afford all the materials they need while others cant
2,📚 Academic Support & Wellbeing,0.98,Negative,-0.4215,14.163878,6.851016, I'm struggling to balance my part-time job with my coursework and it's affecting my grades., im struggling to balance my parttime job with my coursework and its affecting my grades
4,💰 Financial Aid & Administration,0.98,Negative,-0.1027,6.693224,5.680102," The financial aid office is always changing its policies, making it hard to keep up.", the financial aid office is always changing its policies making it hard to keep up
6,💼 Career & Internship Opportunities,0.98,Positive,0.6801,10.891097,9.557835, I wish the college offered more opportunities for students to earn money through paid internships and co-ops., i wish the college offered more opportunities for students to earn money through paid internships and coops
4,💰 Financial Aid & Administration,0.98,Neutral,-0.0258,8.507155,5.411462," I'm constantly worried about how I'm going to pay for unexpected expenses, like medical bills or car repairs.", im constantly worried about how im going to pay for unexpected expenses like medical bills or car repairs
4,💰 Financial Aid & Administration,0.98,Negative,-0.8051,7.531663,6.139748,"I'm really struggling to pay for my tuition without any financial aid or scholarships, and it's causing me a lot of stress and anxiety.",im really struggling to pay for my tuition without any financial aid or scholarships and its causing me a lot of stress and anxiety
4,💰 Financial Aid & Administration,0.98,Negative,-0.0996,6.748836,5.714486,"The financial aid application process is so complicated and time-consuming, it's almost not worth it.",the financial aid application process is so complicated and timeconsuming its almost not worth it
4,💰 Financial Aid & Administration,0.98,Negative,-0.1027,7.459682,5.841449,I feel like I'm drowning in student loan debt and it's going to take me years to pay it all off.,i feel like im drowning in student loan debt and its going to take me years to pay it all off
4,💰 Financial Aid & Administration,0.98,Negative,-0.3182,8.200742,6.546116,"Managing my finances as a college student is a constant struggle, especially with the rising cost of living.",managing my finances as a college student is a constant struggle especially with the rising cost of living
4,💰 Financial Aid & Administration,0.98,Neutral,-0.0433,8.230972,6.004954,"Despite my best efforts to budget and save money, unexpected expenses keep popping up and throwing me off track.",despite my best efforts to budget and save money unexpected expenses keep popping up and throwing me off track
4,💰 Financial Aid & Administration,0.98,Negative,-0.7717,7.843264,5.56363,"I received a financial warning for a late payment even though I had already paid my bill, and it's causing me a lot of frustration and confusion.",i received a financial warning for a late payment even though i had already paid my bill and its causing me a lot of frustration and confusion
4,💰 Financial Aid & Administration,0.98,Negative,-0.4588,7.218342,5.907388,"I had to take out a private loan to pay for my tuition because I didn't qualify for enough financial aid, and now I'm worried about how I'm going to pay it back.",i had to take out a private loan to pay for my tuition because i didnt qualify for enough financial aid and now im worried about how im going to pay it back
4,💰 Financial Aid & Administration,0.6261,Negative,-0.1689,7.865228,7.335922,"The cost of textbooks and other course materials is so high, it's hard to afford everything I need for class.",the cost of textbooks and other course materials is so high its hard to afford everything i need for class
4,💰 Financial Aid & Administration,0.98,Positive,0.7157,7.639094,6.732682,I wish there were more scholarship opportunities available for students like me who don't come from wealthy backgrounds.,i wish there were more scholarship opportunities available for students like me who dont come from wealthy backgrounds
4,💰 Financial Aid & Administration,0.98,Negative,-0.6105,7.205166,5.859327, I'm hesitant to apply for financial aid because I don't want to take on more student loan debt than I can handle., im hesitant to apply for financial aid because i dont want to take on more student loan debt than i can handle
4,💰 Financial Aid & Administration,0.98,Negative,-0.4215,7.430962,6.122807," Even though I received some financial aid, it's still not enough to cover all of my expenses, and I'm struggling to make ends meet.", even though i received some financial aid its still not enough to cover all of my expenses and im struggling to make ends meet
4,💰 Financial Aid & Administration,0.98,Negative,-0.6908,7.189464,6.590913, I'm frustrated with the lack of transparency when it comes to how my tuition and fees are being spent by the university., im frustrated with the lack of transparency when it comes to how my tuition and fees are being spent by the university
4,💰 Financial Aid & Administration,0.98,Positive,0.6124,6.788837,5.71566," The financial aid office is always so busy and understaffed, it's hard to get the help and support I need.", the financial aid office is always so busy and understaffed its hard to get the help and support i need
4,💰 Financial Aid & Administration,0.958,Neutral,0.0258,7.443293,7.119653, I'm worried that I won't be able to afford to attend this university next semester if tuition rates continue to increase., im worried that i wont be able to afford to attend this university next semester if tuition rates continue to increase
4,💰 Financial Aid & Administration,0.98,Positive,0.6597,8.300456,6.90242, I wish there were more resources available to help me learn how to manage my finances as a college student., i wish there were more resources available to help me learn how to manage my finances as a college student
4,💰 Financial Aid & Administration,0.98,Negative,-0.6705,8.271134,6.220589, The stress of paying for college is causing me to lose sleep and focus on my studies., the stress of paying for college is causing me to lose sleep and focus on my studies
4,💰 Financial Aid & Administration,0.98,Negative,-0.5859,8.012656,6.384516, I'm frustrated that I have to work multiple jobs just to pay for my tuition and basic living expenses., im frustrated that i have to work multiple jobs just to pay for my tuition and basic living expenses
4,💰 Financial Aid & Administration,0.98,Negative,-0.4588,8.222644,6.008209, It's hard to focus on my studies when I'm constantly worried about how I'm going to pay for everything., its hard to focus on my studies when im constantly worried about how im going to pay for everything
4,💰 Financial Aid & Administration,0.98,Negative,-0.4215,7.767206,5.590168," I received a letter stating that I owe more money than I thought I did, and it's causing me a lot of financial stress.", i received a letter stating that i owe more money than i thought i did and its causing me a lot of financial stress
4,💰 Financial Aid & Administration,0.98,Negative,-0.4005,7.906045,6.967412, The lack of financial resources and support for low-income students is really disheartening., the lack of financial resources and support for lowincome students is really disheartening
4,💰 Financial Aid & Administration,0.98,Negative,-0.1027,7.884728,5.66859, I feel like I'm constantly in a cycle of debt and it's hard to see a way out., i feel like im constantly in a cycle of debt and its hard to see a way out
4,💰 Financial Aid & Administration,0.98,Negative,-0.0516,7.766334,6.031683, I'm worried that I won't be able to pursue my dream career because I can't afford to attend graduate school., im worried that i wont be able to pursue my dream career because i cant afford to attend graduate school
4,💰 Financial Aid & Administration,0.98,Negative,-0.4215,7.83279,6.515458," Even though I have a job, it's still not enough to cover all of my expenses, and I'm struggling to make ends meet.", even though i have a job its still not enough to cover all of my expenses and im struggling to make ends meet
4,💰 Financial Aid & Administration,0.98,Negative,-0.1531,8.082837,6.37983, I'm frustrated that I have to choose between working to pay for my tuition and having enough time to study and succeed in my classes., im frustrated that i have to choose between working to pay for my tuition and having enough time to study and succeed in my classes
4,💰 Financial Aid & Administration,0.98,Negative,-0.6124,7.975688,6.836816, The financial burden of college is causing a lot of students to drop out or take longer to complete their degree., the financial burden of college is causing a lot of students to drop out or take longer to complete their degree
4,💰 Financial Aid & Administration,0.98,Positive,0.6597,8.248518,6.999182, I wish there were more financial workshops and resources available on campus to help students learn about managing their money., i wish there were more financial workshops and resources available on campus to help students learn about managing their money
4,💰 Financial Aid & Administration,0.98,Negative,-0.6908,8.97508,5.5315, The constant worry and stress about finances is taking a toll on my mental health., the constant worry and stress about finances is taking a toll on my mental health
4,💰 Financial Aid & Administration,0.98,Positive,0.2732,7.068088,5.799034," I received a financial aid award that was much lower than I expected, and it's causing me a lot of financial strain.", i received a financial aid award that was much lower than i expected and its causing me a lot of financial strain
4,💰 Financial Aid & Administration,0.98,Negative,-0.7178,7.476976,5.827584, The thought of graduating with thousands of dollars in student loan debt is really scary and overwhelming., the thought of graduating with thousands of dollars in student loan debt is really scary and overwhelming
4,💰 Financial Aid & Administration,0.98,Positive,0.2263,7.961162,6.864382, I'm frustrated that students who come from wealthy families have an easier time affording college and accessing, im frustrated that students who come from wealthy families have an easier time affording college and accessing
4,💰 Financial Aid & Administration,0.98,Negative,-0.4404,8.781079,5.076607, It's frustrating that my health insurance doesn't cover all of my medical expenses., its frustrating that my health insurance doesnt cover all of my medical expenses
4,💰 Financial Aid & Administration,0.98,Negative,-0.4404,8.745278,5.037672,It's frustrating that my health insurance doesn't cover all of my medical expenses.,its frustrating that my health insurance doesnt cover all of my medical expenses
4,💰 Financial Aid & Administration,0.98,Negative,-0.34,8.272953,5.587586,I'm struggling to pay for my medical expenses on top of my tuition and other bills.,im struggling to pay for my medical expenses on top of my tuition and other bills
4,💰 Financial Aid & Administration,0.98,Positive,0.8316,10.164588,5.313087,I wish the university offered better mental health care access for students.,i wish the university offered better mental health care access for students
4,💰 Financial Aid & Administration,0.98,Positive,0.1779,9.721075,5.168259,It's difficult to find affordable mental health care services.,its difficult to find affordable mental health care services
4,💰 Financial Aid & Administration,0.98,Positive,0.4939,9.469362,5.232893,I'm concerned about the quality of mental health care I can afford.,im concerned about the quality of mental health care i can afford
4,💰 Financial Aid & Administration,0.98,Neutral,0.0,8.763778,5.263046,I can't afford the medical treatments I need without financial assistance.,i cant afford the medical treatments i need without financial assistance
4,💰 Financial Aid & Administration,0.98,Positive,0.0772,9.314914,5.168819,It's frustrating that mental health care isn't covered under my insurance plan.,its frustrating that mental health care isnt covered under my insurance plan
4,💰 Financial Aid & Administration,0.98,Negative,-0.6908,8.8203,5.135794,I've been denied coverage for my medical expenses and it's causing me a lot of stress.,ive been denied coverage for my medical expenses and its causing me a lot of stress
4,💰 Financial Aid & Administration,0.98,Positive,0.6682,8.515032,6.993972,I feel like the university should do more to help students with their medical expenses.,i feel like the university should do more to help students with their medical expenses
4,💰 Financial Aid & Administration,0.98,Positive,0.5719,9.327291,5.277776, I'm worried about my mental health but can't afford to get the care I need., im worried about my mental health but cant afford to get the care i need
4,💰 Financial Aid & Administration,0.98,Positive,0.4767,8.739928,5.123248, The cost of medical treatment is preventing me from getting the care I need., the cost of medical treatment is preventing me from getting the care i need
4,💰 Financial Aid & Administration,0.98,Positive,0.4019,9.462504,5.178335, I'm struggling to find a mental health care provider that accepts my insurance., im struggling to find a mental health care provider that accepts my insurance
4,💰 Financial Aid & Administration,0.98,Positive,0.0772,9.843212,5.184811, It's frustrating that mental health care is still stigmatized and not readily available., its frustrating that mental health care is still stigmatized and not readily available
4,💰 Financial Aid & Administration,0.98,Positive,0.7096,10.204449,5.308356, I wish the university had more resources for students who need mental health care., i wish the university had more resources for students who need mental health care
4,💰 Financial Aid & Administration,0.98,Negative,-0.4215,8.916555,5.282455, The cost of medication and therapy is causing me a lot of financial stress., the cost of medication and therapy is causing me a lot of financial stress
4,💰 Financial Aid & Administration,0.98,Negative,-0.0772,8.056204,5.773879, I'm worried about my ability to pay for my medical expenses and stay in school., im worried about my ability to pay for my medical expenses and stay in school
4,💰 Financial Aid & Administration,0.98,Negative,-0.4767,9.564738,5.6619, It's unfair that some students have to choose between their health and their education., its unfair that some students have to choose between their health and their education
4,💰 Financial Aid & Administration,0.98,Positive,0.6597,9.563486,5.152082, I'm having a hard time finding a mental health care provider who is accepting new patients., im having a hard time finding a mental health care provider who is accepting new patients
4,💰 Financial Aid & Administration,0.98,Positive,0.4939,10.188277,5.378418, The university's mental health care services are understaffed and overbooked., the universitys mental health care services are understaffed and overbooked
4,💰 Financial Aid & Administration,0.98,Positive,0.7096,9.838685,5.208432, I wish there were more affordable options for mental health care in the area., i wish there were more affordable options for mental health care in the area
4,💰 Financial Aid & Administration,0.98,Negative,-0.5106,8.573515,5.074379, It's frustrating that I have to pay for my medical expenses out of pocket and then wait for reimbursement., its frustrating that i have to pay for my medical expenses out of pocket and then wait for reimbursement
4,💰 Financial Aid & Administration,0.98,Negative,-0.296,7.676348,5.883596, I'm worried about the long-term financial impact of my medical expenses and student loans., im worried about the longterm financial impact of my medical expenses and student loans
4,💰 Financial Aid & Administration,0.98,Neutral,0.0,7.995451,5.478223, I feel like I'm drowning in medical debt and can't see a way out., i feel like im drowning in medical debt and cant see a way out
4,💰 Financial Aid & Administration,0.98,Negative,-0.6486,9.637902,5.56018, The lack of affordable health insurance options for students is unacceptable., the lack of affordable health insurance options for students is unacceptable
4,💰 Financial Aid & Administration,0.98,Positive,0.3182,8.882461,5.017538, I'm concerned about the quality of care I can receive with the limited insurance options available to me., im concerned about the quality of care i can receive with the limited insurance options available to me
4,💰 Financial Aid & Administration,0.98,Positive,0.7366,9.343764,5.19102, I feel like my mental health care needs aren't being taken seriously by my insurance provider., i feel like my mental health care needs arent being taken seriously by my insurance provider
4,💰 Financial Aid & Administration,0.98,Negative,-0.4215,8.996015,5.213117, I'm struggling to find a medication that works for me and doesn't break the bank., im struggling to find a medication that works for me and doesnt break the bank
4,💰 Financial Aid & Administration,0.98,Negative,-0.4404,8.707789,5.059632," It's frustrating that the cost of medical treatment is so high, even with insurance.", its frustrating that the cost of medical treatment is so high even with insurance
4,💰 Financial Aid & Administration,0.98,Positive,0.7096,10.05155,5.330684, I wish there were more options for affordable mental health care outside of the university., i wish there were more options for affordable mental health care outside of the university
4,💰 Financial Aid & Administration,0.98,Negative,-0.296,8.807042,5.00226, I'm worried that I won't be able to afford the medical treatments I need if my insurance doesn't cover them., im worried that i wont be able to afford the medical treatments i need if my insurance doesnt cover them
4,💰 Financial Aid & Administration,0.98,Negative,-0.7501,8.760068,5.030992,I'm really frustrated with the lack of coverage in my health insurance plan. I've had to pay out of pocket for so many medical expenses that should have been covered.,im really frustrated with the lack of coverage in my health insurance plan ive had to pay out of pocket for so many medical expenses that should have been covered
4,💰 Financial Aid & Administration,0.98,Negative,-0.1027,8.702489,5.125392,"The cost of my medical expenses is really overwhelming. Even with my insurance, I still have to pay so much for doctor visits, medications, and treatments.",the cost of my medical expenses is really overwhelming even with my insurance i still have to pay so much for doctor visits medications and treatments
4,💰 Financial Aid & Administration,0.98,Positive,0.4832,9.455909,5.236344,"I've been struggling with mental health issues for a while now, but I don't have access to affordable mental health care. It's really discouraging and makes me feel like I'm not being taken seriously.",ive been struggling with mental health issues for a while now but i dont have access to affordable mental health care its really discouraging and makes me feel like im not being taken seriously
4,💰 Financial Aid & Administration,0.98,Negative,-0.8658,8.837373,5.159106,"Dealing with a chronic illness is already difficult enough, but the added stress of medical expenses is almost unbearable. I'm constantly worried about how I'm going to pay for my treatment.",dealing with a chronic illness is already difficult enough but the added stress of medical expenses is almost unbearable im constantly worried about how im going to pay for my treatment
4,💰 Financial Aid & Administration,0.98,Positive,0.6705,10.085262,5.266178,"I wish there were more options for mental health care on campus. It's hard to find affordable therapy or counseling, and the wait times for appointments are way too long.",i wish there were more options for mental health care on campus its hard to find affordable therapy or counseling and the wait times for appointments are way too long
4,💰 Financial Aid & Administration,0.98,Negative,-0.7778,8.521083,5.22434,"I had to go to the emergency room for a medical emergency, and now I'm facing a huge bill that I don't know how to pay. It's really scary and overwhelming.",i had to go to the emergency room for a medical emergency and now im facing a huge bill that i dont know how to pay its really scary and overwhelming
4,💰 Financial Aid & Administration,0.98,Negative,-0.7218,8.919091,5.075569,"I've been trying to find a specialist for a specific medical condition, but it's been really difficult. There are limited options in my area and the ones that are available are really expensive.",ive been trying to find a specialist for a specific medical condition but its been really difficult there are limited options in my area and the ones that are available are really expensive
4,💰 Financial Aid & Administration,0.98,Positive,0.9337,10.168256,5.28551,"Mental health care should be a priority for universities, but it often feels like an afterthought. I wish there was more funding and resources dedicated to this important issue.",mental health care should be a priority for universities but it often feels like an afterthought i wish there was more funding and resources dedicated to this important issue
4,💰 Financial Aid & Administration,0.98,Negative,-0.7681,8.909369,5.18892,"I've been experiencing some medical symptoms that I'm really worried about, but I can't afford to see a doctor. It's frustrating and scary to feel like my health is out of my control.",ive been experiencing some medical symptoms that im really worried about but i cant afford to see a doctor its frustrating and scary to feel like my health is out of my control
4,💰 Financial Aid & Administration,0.98,Negative,-0.1027,8.683326,5.15235," Even with health insurance, I'm constantly getting hit with unexpected medical bills. It's hard to budget for something when you don't even know what the cost will be.", even with health insurance im constantly getting hit with unexpected medical bills its hard to budget for something when you dont even know what the cost will be
4,💰 Financial Aid & Administration,0.98,Positive,0.4033,10.096324,5.201229, It's really frustrating that mental health care is often seen as a luxury rather than a necessity. We should be investing more in mental health resources and support for students., its really frustrating that mental health care is often seen as a luxury rather than a necessity we should be investing more in mental health resources and support for students
4,💰 Financial Aid & Administration,0.98,Positive,0.2838,8.803387,5.025586," I'm really grateful for the health insurance coverage I have, but it doesn't cover everything. The cost of medications and specialist appointments is still really high.", im really grateful for the health insurance coverage i have but it doesnt cover everything the cost of medications and specialist appointments is still really high
4,💰 Financial Aid & Administration,0.98,Negative,-0.1043,8.651537,5.078064," I've been putting off going to the doctor for a while now because I'm worried about the cost. It's a tough decision to make, but I can't afford to pay for medical expenses right now.", ive been putting off going to the doctor for a while now because im worried about the cost its a tough decision to make but i cant afford to pay for medical expenses right now
4,💰 Financial Aid & Administration,0.98,Positive,0.6705,9.773273,5.44114, I wish there were more options for affordable health care on campus. It's hard to prioritize my health when the cost is so high., i wish there were more options for affordable health care on campus its hard to prioritize my health when the cost is so high
4,💰 Financial Aid & Administration,0.98,Positive,0.204,8.371968,6.991264, Dealing with medical expenses is really stressful and overwhelming. I wish there were more resources available to help students navigate this complicated system., dealing with medical expenses is really stressful and overwhelming i wish there were more resources available to help students navigate this complicated system
4,💰 Financial Aid & Administration,0.98,Positive,0.7104,9.833941,5.167523," Mental health care should be easily accessible to everyone, but it's not. It's frustrating that those who need it most often can't afford it.", mental health care should be easily accessible to everyone but its not its frustrating that those who need it most often cant afford it
4,💰 Financial Aid & Administration,0.98,Positive,0.5168,8.707265,5.059479," Even with insurance, I've had to pay thousands of dollars out of pocket for medical expenses. It's not fair that something like health care can be so financially crippling.", even with insurance ive had to pay thousands of dollars out of pocket for medical expenses its not fair that something like health care can be so financially crippling
4,💰 Financial Aid & Administration,0.98,Negative,-0.7964,8.869287,5.250172," I've been struggling with a chronic illness for years, and the cost of treatment is really starting to add up. It's hard to prioritize my health when I'm constantly worried about money.", ive been struggling with a chronic illness for years and the cost of treatment is really starting to add up its hard to prioritize my health when im constantly worried about money
4,💰 Financial Aid & Administration,0.98,Negative,-0.2398,10.08908,5.246058, The lack of mental health resources on campus is really disappointing. It's hard to feel supported when there are so few options for care., the lack of mental health resources on campus is really disappointing its hard to feel supported when there are so few options for care
4,💰 Financial Aid & Administration,0.98,Positive,0.3612,8.71411,5.024374, I've had to choose between paying for necessary medical treatment and paying for other expenses like rent and groceries. It's not a decision anyone should have to make., ive had to choose between paying for necessary medical treatment and paying for other expenses like rent and groceries its not a decision anyone should have to make
4,💰 Financial Aid & Administration,0.98,Positive,0.8428,9.880278,5.21577, I wish there were more options for free or low-cost mental health care. It's hard to afford something that's so essential to our well-being., i wish there were more options for free or lowcost mental health care its hard to afford something thats so essential to our wellbeing
4,💰 Financial Aid & Administration,0.98,Neutral,0.0,8.683777,5.080066, Dealing with medical bills and insurance claims is a full-time job, dealing with medical bills and insurance claims is a fulltime job
5,🌍 Diversity & Inclusion Support,0.98,Negative,-0.6956,10.600122,12.698449,"1. As an international student, I find it difficult to communicate with my peers because of the language barrier. It's frustrating because I want to be involved in group projects and extracurricular activities, but I struggle to express myself properly.""", as an international student i find it difficult to communicate with my peers because of the language barrier its frustrating because i want to be involved in group projects and extracurricular activities but i struggle to express myself properly
5,🌍 Diversity & Inclusion Support,0.98,Positive,0.8225,10.246815,12.791556,"2. ""I feel like there is a cultural gap between me and my classmates. Sometimes I don't understand the references they make or the way they approach certain topics. It makes it hard to feel like I'm truly part of the community.""", i feel like there is a cultural gap between me and my classmates sometimes i dont understand the references they make or the way they approach certain topics it makes it hard to feel like im truly part of the community
5,🌍 Diversity & Inclusion Support,0.98,Positive,0.8514,10.396601,11.703588,"3. ""I wish there were more opportunities for international students to connect with each other. It can be comforting to talk to someone who understands the unique challenges we face, and it would help us feel less isolated.""", i wish there were more opportunities for international students to connect with each other it can be comforting to talk to someone who understands the unique challenges we face and it would help us feel less isolated
5,🌍 Diversity & Inclusion Support,0.98,Positive,0.9172,10.859839,11.882108,"4. ""I appreciate the efforts the university makes to provide resources for international students, but sometimes they don't go far enough. I wish there were more language support services and cultural events to help us feel more at home.""", i appreciate the efforts the university makes to provide resources for international students but sometimes they dont go far enough i wish there were more language support services and cultural events to help us feel more at home
5,🌍 Diversity & Inclusion Support,0.98,Negative,-0.6822,10.792864,12.948631,"5. ""I struggle to participate in class discussions because I'm not confident in my language skills. It's frustrating because I feel like I have a lot to contribute, but I'm held back by my lack of fluency.""", i struggle to participate in class discussions because im not confident in my language skills its frustrating because i feel like i have a lot to contribute but im held back by my lack of fluency
5,🌍 Diversity & Inclusion Support,0.98,Positive,0.8977,10.125476,11.82173,"6. ""I wish there were more opportunities for cultural exchange on campus. It would be great to learn more about the backgrounds and experiences of my fellow students, and to share my own culture with them.""", i wish there were more opportunities for cultural exchange on campus it would be great to learn more about the backgrounds and experiences of my fellow students and to share my own culture with them
5,🌍 Diversity & Inclusion Support,0.98,Positive,0.4588,10.496835,12.664863,"7. ""It's hard to make friends as an international student because of the language and cultural barriers. I feel like I'm missing out on a lot of the social aspects of university life.""", its hard to make friends as an international student because of the language and cultural barriers i feel like im missing out on a lot of the social aspects of university life
5,🌍 Diversity & Inclusion Support,0.98,Positive,0.6249,10.478479,11.743104,"8. ""I appreciate the efforts of my professors to make the material accessible to international students, but sometimes it still feels like there's a divide between us and the domestic students.""", i appreciate the efforts of my professors to make the material accessible to international students but sometimes it still feels like theres a divide between us and the domestic students
5,🌍 Diversity & Inclusion Support,0.98,Positive,0.4391,10.616261,11.834645,"9. ""I wish there were more support systems in place for international students who are struggling to adjust. It can be overwhelming to navigate a new country and culture on your own.""", i wish there were more support systems in place for international students who are struggling to adjust it can be overwhelming to navigate a new country and culture on your own
5,🌍 Diversity & Inclusion Support,0.98,Negative,-0.8126,10.749783,12.920407,"10. ""I've had some negative experiences with other students who seem impatient or dismissive of my language difficulties. It's disheartening and makes me feel like an outsider.""", ive had some negative experiences with other students who seem impatient or dismissive of my language difficulties its disheartening and makes me feel like an outsider
2,📚 Academic Support & Wellbeing,0.98,Negative,-0.4215,13.861191,6.08555,"11. ""I feel like I have to work twice as hard as other students just to keep up. It's exhausting and stressful, and sometimes I wonder if it's even worth it.""", i feel like i have to work twice as hard as other students just to keep up its exhausting and stressful and sometimes i wonder if its even worth it
5,🌍 Diversity & Inclusion Support,0.98,Positive,0.758,10.872082,12.592134,"12. ""I wish there were more opportunities for language practice outside of the classroom. It's hard to improve my skills when I don't have many chances to speak with native speakers.""", i wish there were more opportunities for language practice outside of the classroom its hard to improve my skills when i dont have many chances to speak with native speakers
5,🌍 Diversity & Inclusion Support,0.98,Positive,0.8251,10.487147,11.830954,"13. ""Sometimes I feel like my professors don't fully understand the challenges I face as an international student. I wish there were more opportunities for them to hear our perspectives and concerns.""", sometimes i feel like my professors dont fully understand the challenges i face as an international student i wish there were more opportunities for them to hear our perspectives and concerns
5,🌍 Diversity & Inclusion Support,0.98,Negative,-0.7906,10.652641,12.937426,"14. ""I worry that my language difficulties will hold me back in my future career. It's frustrating to think that I might be judged more harshly than native speakers, even if I'm just as qualified.""", i worry that my language difficulties will hold me back in my future career its frustrating to think that i might be judged more harshly than native speakers even if im just as qualified
5,🌍 Diversity & Inclusion Support,0.98,Positive,0.8604,10.140946,11.971222,"15. ""I appreciate the diversity on campus, but sometimes it feels like there's a lack of understanding between different cultural groups. I wish there were more opportunities for us to come together and learn from each other.""", i appreciate the diversity on campus but sometimes it feels like theres a lack of understanding between different cultural groups i wish there were more opportunities for us to come together and learn from each other
5,🌍 Diversity & Inclusion Support,0.98,Positive,0.569,10.666882,13.015132,"16. ""I feel like my language difficulties sometimes make me seem less intelligent or capable than I really am. It's frustrating to feel like I'm not being judged fairly.""", i feel like my language difficulties sometimes make me seem less intelligent or capable than i really am its frustrating to feel like im not being judged fairly
5,🌍 Diversity & Inclusion Support,0.98,Positive,0.8655,10.485854,11.450271,"17. ""I wish there were more opportunities for international students to get involved in leadership positions on campus. It would be a great way to develop our skills and contribute to the university community.""", i wish there were more opportunities for international students to get involved in leadership positions on campus it would be a great way to develop our skills and contribute to the university community
5,🌍 Diversity & Inclusion Support,0.98,Negative,-0.7184,10.147959,12.813859,"18. ""It can be hard to navigate the social norms of a new culture. I've had some embarrassing moments where I didn't realize I was being rude or disrespectful.""", it can be hard to navigate the social norms of a new culture ive had some embarrassing moments where i didnt realize i was being rude or disrespectful
5,🌍 Diversity & Inclusion Support,0.98,Negative,-0.8271,10.729158,12.989006,"19. ""I worry that my language difficulties will make it hard for me to network and make professional connections. It's frustrating to feel like I'm at a disadvantage compared to native speakers.""", i worry that my language difficulties will make it hard for me to network and make professional connections its frustrating to feel like im at a disadvantage compared to native speakers
5,🌍 Diversity & Inclusion Support,0.98,Positive,0.1027,10.442753,12.694767,"1. ""As an international student, I find it difficult to connect with my peers who speak a different language and have different cultural backgrounds than me. It's challenging to navigate social situations and form meaningful relationships.""", as an international student i find it difficult to connect with my peers who speak a different language and have different cultural backgrounds than me its challenging to navigate social situations and form meaningful relationships
5,🌍 Diversity & Inclusion Support,0.98,Negative,-0.2724,10.723825,11.735099,"2. ""I wish the university offered more resources and support for international students who are struggling to communicate and connect with others. It can be isolating and overwhelming to be in a foreign country without a strong support system.""", i wish the university offered more resources and support for international students who are struggling to communicate and connect with others it can be isolating and overwhelming to be in a foreign country without a strong support system
5,🌍 Diversity & Inclusion Support,0.98,Negative,-0.6369,10.766091,12.826665,"3. ""I feel like I'm missing out on a lot of social opportunities because I struggle to communicate with other students who don't speak my language. It's frustrating and discouraging.""", i feel like im missing out on a lot of social opportunities because i struggle to communicate with other students who dont speak my language its frustrating and discouraging
