text,genre,source,processed_text,token_count,cluster
The university's mental health care services are understaffed and overbooked.,health and well-being support,student_feedback,mental health care service understaffed overbooked,6,1
I wish there were more affordable options for mental health care in the area.,health and well-being support,student_feedback,wish affordable option mental health care area,7,1
It's frustrating that I have to pay for my medical expenses out of pocket and then wait for reimbursement.,health and well-being support,student_feedback,frustrating pay medical expense pocket wait reimbursement,7,1
I'm worried about the long-term financial impact of my medical expenses and student loans.,health and well-being support,student_feedback,worried long term financial impact medical expense loan,8,1
I feel like I'm drowning in medical debt and can't see a way out.,health and well-being support,student_feedback,drowning medical debt see way,5,1
The lack of affordable health insurance options for students is unacceptable.,health and well-being support,student_feedback,lack affordable health insurance option unacceptable,6,1
I'm concerned about the quality of care I can receive with the limited insurance options available to me.,health and well-being support,student_feedback,concerned quality care receive insurance option,6,0
I feel like my mental health care needs aren't being taken seriously by my insurance provider.,health and well-being support,student_feedback,mental health care need seriously insurance provider,7,1
I'm struggling to find a medication that works for me and doesn't break the bank.,health and well-being support,student_feedback,struggling find medication work break bank,6,1
"It's frustrating that the cost of medical treatment is so high, even with insurance.",health and well-being support,student_feedback,frustrating cost medical treatment high even insurance,7,1
I wish there were more options for affordable mental health care outside of the university.,health and well-being support,student_feedback,wish option affordable mental health care outside,7,1
I'm worried that I won't be able to afford the medical treatments I need if my insurance doesn't cover them.,health and well-being support,student_feedback,worried afford medical treatment insurance cover,6,1
I'm really frustrated with the lack of coverage in my health insurance plan. I've had to pay out of pocket for so many medical expenses that should have been covered.,health and well-being support,student_feedback,frustrated lack coverage health insurance plan pay pocket medical expense covered,11,1
"The cost of my medical expenses is really overwhelming. Even with my insurance, I still have to pay so much for doctor visits, medications, and treatments.",health and well-being support,student_feedback,cost medical expense overwhelming even insurance pay much doctor visit medication treatment,12,1
"I've been struggling with mental health issues for a while now, but I don't have access to affordable mental health care. It's really discouraging and makes me feel like I'm not being taken seriously.",health and well-being support,student_feedback,struggling mental health issue affordable mental health care discouraging make seriously,11,1
"Dealing with a chronic illness is already difficult enough, but the added stress of medical expenses is almost unbearable. I'm constantly worried about how I'm going to pay for my treatment.",health and well-being support,student_feedback,dealing chronic illness already enough added stress medical expense almost unbearable constantly worried going pay treatment,16,1
"I wish there were more options for mental health care on campus. It's hard to find affordable therapy or counseling, and the wait times for appointments are way too long.",health and well-being support,student_feedback,wish option mental health care find affordable therapy counseling wait time appointment way long,14,1
"I had to go to the emergency room for a medical emergency, and now I'm facing a huge bill that I don't know how to pay. It's really scary and overwhelming.",health and well-being support,student_feedback,emergency room medical emergency facing huge bill know pay scary overwhelming,11,1
"I've been trying to find a specialist for a specific medical condition, but it's been really difficult. There are limited options in my area and the ones that are available are really expensive.",health and well-being support,student_feedback,trying find specialist specific medical condition option area one expensive,10,1
"Mental health care should be a priority for universities, but it often feels like an afterthought. I wish there was more funding and resources dedicated to this important issue.",health and well-being support,student_feedback,mental health care priority university often feel afterthought wish funding resource dedicated important,13,1
"I've been experiencing some medical symptoms that I'm really worried about, but I can't afford to see a doctor. It's frustrating and scary to feel like my health is out of my control.",health and well-being support,student_feedback,experiencing medical symptom worried afford see doctor frustrating scary health control,11,1
"Even with health insurance, I'm constantly getting hit with unexpected medical bills. It's hard to budget for something when you don't even know what the cost will be.",health and well-being support,student_feedback,even health insurance constantly hit unexpected medical bill budget something even know cost,13,1
It's really frustrating that mental health care is often seen as a luxury rather than a necessity. We should be investing more in mental health resources and support for students.,health and well-being support,student_feedback,frustrating mental health care often seen luxury rather necessity investing mental health resource,13,1
"I'm really grateful for the health insurance coverage I have, but it doesn't cover everything. The cost of medications and specialist appointments is still really high.",health and well-being support,student_feedback,grateful health insurance coverage cover everything cost medication specialist appointment high,11,1
"I've been putting off going to the doctor for a while now because I'm worried about the cost. It's a tough decision to make, but I can't afford to pay for medical expenses right now.",health and well-being support,student_feedback,putting going doctor worried cost tough decision afford pay medical expense right,12,1
I wish there were more options for affordable health care on campus. It's hard to prioritize my health when the cost is so high.,health and well-being support,student_feedback,wish option affordable health care prioritize health cost high,9,1
Dealing with medical expenses is really stressful and overwhelming. I wish there were more resources available to help students navigate this complicated system.,health and well-being support,student_feedback,dealing medical expense stressful overwhelming wish resource help navigate complicated system,11,1
"Mental health care should be easily accessible to everyone, but it's not. It's frustrating that those who need it most often can't afford it.",health and well-being support,student_feedback,mental health care easily accessible frustrating often afford,8,1
"Even with insurance, I've had to pay thousands of dollars out of pocket for medical expenses. It's not fair that something like health care can be so financially crippling.",health and well-being support,student_feedback,even insurance pay thousand dollar pocket medical expense fair something health care financially crippling,14,1
"I've been struggling with a chronic illness for years, and the cost of treatment is really starting to add up. It's hard to prioritize my health when I'm constantly worried about money.",health and well-being support,student_feedback,struggling chronic illness year cost treatment starting add prioritize health constantly worried money,13,1
The lack of mental health resources on campus is really disappointing. It's hard to feel supported when there are so few options for care.,health and well-being support,student_feedback,lack mental health resource disappointing supported option care,8,1
I've had to choose between paying for necessary medical treatment and paying for other expenses like rent and groceries. It's not a decision anyone should have to make.,health and well-being support,student_feedback,choose paying necessary medical treatment paying expense rent grocery decision anyone,11,1
I wish there were more options for free or low-cost mental health care. It's hard to afford something that's so essential to our well-being.,health and well-being support,student_feedback,wish option free low cost mental health care afford something essential well,12,1
Dealing with medical bills and insurance claims is a full-time job,health and well-being support,student_feedback,dealing medical bill insurance claim full job,7,1
"1. As an international student, I find it difficult to communicate with my peers because of the language barrier. It's frustrating because I want to be involved in group projects and extracurricular activities, but I struggle to express myself properly.""",international student experiences,student_feedback,international find communicate peer language barrier frustrating want involved group project extracurricular activity struggle express properly,16,1
"2. ""I feel like there is a cultural gap between me and my classmates. Sometimes I don't understand the references they make or the way they approach certain topics. It makes it hard to feel like I'm truly part of the community.""",international student experiences,student_feedback,cultural gap classmate sometimes understand reference way approach certain topic make truly part community,14,1
"3. ""I wish there were more opportunities for international students to connect with each other. It can be comforting to talk to someone who understands the unique challenges we face, and it would help us feel less isolated.""",international student experiences,student_feedback,wish opportunity international connect comforting talk someone understands unique challenge face help less isolated,14,1
"4. ""I appreciate the efforts the university makes to provide resources for international students, but sometimes they don't go far enough. I wish there were more language support services and cultural events to help us feel more at home.""",international student experiences,student_feedback,appreciate effort make provide resource international sometimes far enough wish language service cultural event help home,16,1
"5. ""I struggle to participate in class discussions because I'm not confident in my language skills. It's frustrating because I feel like I have a lot to contribute, but I'm held back by my lack of fluency.""",international student experiences,student_feedback,struggle participate discussion confident language skill frustrating contribute held back lack fluency,12,1
"6. ""I wish there were more opportunities for cultural exchange on campus. It would be great to learn more about the backgrounds and experiences of my fellow students, and to share my own culture with them.""",international student experiences,student_feedback,wish opportunity cultural exchange great learn background experience fellow share culture,11,1
"7. ""It's hard to make friends as an international student because of the language and cultural barriers. I feel like I'm missing out on a lot of the social aspects of university life.""",international student experiences,student_feedback,friend international language cultural barrier missing social aspect life,9,1
"8. ""I appreciate the efforts of my professors to make the material accessible to international students, but sometimes it still feels like there's a divide between us and the domestic students.""",international student experiences,student_feedback,appreciate effort professor material accessible international sometimes feel divide domestic,10,1
"9. ""I wish there were more support systems in place for international students who are struggling to adjust. It can be overwhelming to navigate a new country and culture on your own.""",international student experiences,student_feedback,wish system place international struggling adjust overwhelming navigate new country culture,11,1
"10. ""I've had some negative experiences with other students who seem impatient or dismissive of my language difficulties. It's disheartening and makes me feel like an outsider.""",international student experiences,student_feedback,negative experience seem impatient dismissive language difficulty disheartening make outsider,10,1
"11. ""I feel like I have to work twice as hard as other students just to keep up. It's exhausting and stressful, and sometimes I wonder if it's even worth it.""",international student experiences,student_feedback,work twice keep exhausting stressful sometimes wonder even worth,9,1
"12. ""I wish there were more opportunities for language practice outside of the classroom. It's hard to improve my skills when I don't have many chances to speak with native speakers.""",international student experiences,student_feedback,wish opportunity language practice outside classroom improve skill chance speak native speaker,12,1
"13. ""Sometimes I feel like my professors don't fully understand the challenges I face as an international student. I wish there were more opportunities for them to hear our perspectives and concerns.""",international student experiences,student_feedback,sometimes professor fully understand challenge face international wish opportunity hear perspective concern,12,1
"14. ""I worry that my language difficulties will hold me back in my future career. It's frustrating to think that I might be judged more harshly than native speakers, even if I'm just as qualified.""",international student experiences,student_feedback,worry language difficulty hold back future career frustrating think might judged harshly native speaker even qualified,16,1
"15. ""I appreciate the diversity on campus, but sometimes it feels like there's a lack of understanding between different cultural groups. I wish there were more opportunities for us to come together and learn from each other.""",international student experiences,student_feedback,appreciate diversity sometimes feel lack understanding different cultural group wish opportunity come together learn,14,1
"16. ""I feel like my language difficulties sometimes make me seem less intelligent or capable than I really am. It's frustrating to feel like I'm not being judged fairly.""",international student experiences,student_feedback,language difficulty sometimes seem less intelligent capable frustrating judged fairly,10,1
"17. ""I wish there were more opportunities for international students to get involved in leadership positions on campus. It would be a great way to develop our skills and contribute to the university community.""",international student experiences,student_feedback,wish opportunity international involved leadership position great way develop skill contribute community,12,1
"18. ""It can be hard to navigate the social norms of a new culture. I've had some embarrassing moments where I didn't realize I was being rude or disrespectful.""",international student experiences,student_feedback,navigate social norm new culture embarrassing moment realize rude disrespectful,10,1
"19. ""I worry that my language difficulties will make it hard for me to network and make professional connections. It's frustrating to feel like I'm at a disadvantage compared to native speakers.""",international student experiences,student_feedback,worry language difficulty network professional connection frustrating disadvantage compared native speaker,11,1
"1. ""As an international student, I find it difficult to connect with my peers who speak a different language and have different cultural backgrounds than me. It's challenging to navigate social situations and form meaningful relationships.""",international student experiences,student_feedback,international find connect peer speak different language different cultural background challenging navigate social situation form meaningful relationship,17,1
"2. ""I wish the university offered more resources and support for international students who are struggling to communicate and connect with others. It can be isolating and overwhelming to be in a foreign country without a strong support system.""",international student experiences,student_feedback,wish offered resource international struggling communicate connect others isolating overwhelming foreign country without strong system,15,1
"3. ""I feel like I'm missing out on a lot of social opportunities because I struggle to communicate with other students who don't speak my language. It's frustrating and discouraging.""",international student experiences,student_feedback,missing social opportunity struggle communicate speak language frustrating discouraging,9,1
"4. ""I appreciate the efforts the university has made to create a diverse and inclusive environment, but as an international student, I still feel like an outsider. It's hard to find common ground with people who have such different experiences and perspectives.""",international student experiences,student_feedback,appreciate effort create diverse inclusive environment international outsider find common ground people different experience perspective,15,1
"5. ""I've been trying to improve my language skills and learn more about the culture of the country I'm studying in, but it's a slow process. Sometimes it feels like there's a language barrier that's impossible to overcome.""",international student experiences,student_feedback,trying improve language skill learn culture country studying slow process sometimes feel language barrier impossible overcome,16,1
"6. ""I think it would be helpful if the university organized more events and activities that are specifically designed to bring international and domestic students together. That way, we could learn from each other and build stronger relationships.""",international student experiences,student_feedback,think helpful organized event activity specifically designed bring international domestic together way learn build stronger relationship,16,1
"7. ""I appreciate the efforts of my fellow students to include me in their social circles, but sometimes I feel like they're just being polite and don't really want to get to know me. It's hard to know how to approach these situations.""",international student experiences,student_feedback,appreciate effort fellow include social circle sometimes polite want know know approach situation,13,1
"8. ""I wish the university offered more language classes and tutoring services for international students. It can be difficult to keep up with coursework when you're struggling to understand the language.""",international student experiences,student_feedback,wish offered language tutoring service international keep coursework struggling understand language,11,1
"9. ""I think it's important for the university to recognize the challenges that international students face and provide more support and resources to help us succeed academically and socially.""",international student experiences,student_feedback,think important recognize challenge international face provide resource help succeed academically socially,12,1
"10. ""Sometimes I feel like my cultural background is a barrier to making friends and fitting in with the rest of the student body. It's hard to know how to bridge that gap and find common ground with people who have such different experiences than me.""",international student experiences,student_feedback,sometimes cultural background barrier friend fitting rest body know bridge gap find common ground people different experience,17,1
"11. ""I appreciate the efforts of my professors and classmates to help me feel included and supported, but there are still times when I feel like I'm on the outside looking in. It's a tough position to be in.""",international student experiences,student_feedback,appreciate effort professor classmate help included supported time outside looking tough position,12,1
"12. ""I think it would be helpful if the university provided more opportunities for international students to get involved in campus organizations and clubs. That way, we could meet more people and feel more connected to the campus community.""",international student experiences,student_feedback,think helpful provided opportunity international involved organization club way meet people connected community,13,1
"13. ""I sometimes feel like I'm not taken seriously or my ideas aren't valued because of my accent or the way I express myself. It's discouraging and makes me feel like I don't belong.""",international student experiences,student_feedback,sometimes seriously idea valued accent way express discouraging make belong,10,1
"14. ""I appreciate the efforts of the university to create a welcoming environment for international students, but sometimes it feels like a lot of the burden is placed on us to adapt and assimilate. It would be nice to have more support and understanding from the rest of the campus community.""",international student experiences,student_feedback,appreciate effort create welcoming environment international sometimes feel burden placed adapt assimilate nice understanding rest community,16,1
"15. ""I've been trying to connect with other international students who speak the same language as me, but it's been difficult to find people who share my interests and hobbies. It can be isolating.""",international student experiences,student_feedback,trying connect international speak language find people share interest hobby isolating,11,1
"16. ""I think it's important for the university to provide more cultural competency training for all students and faculty. That way, we can all learn how to better communicate and interact with people from different backgrounds.""",international student experiences,student_feedback,think important provide cultural competency training faculty way learn better communicate interact people different background,15,1
"17. ""Sometimes I feel like my language and cultural differences are all people see when they look at me. I want to be recognized for my talents and abilities, not just my background.""",international student experiences,student_feedback,sometimes language cultural difference people see look want recognized talent ability background,12,1
"18. ""I think it's important for the university to create more opportunities for international students",international student experiences,student_feedback,think important create opportunity international,5,1
"1. ""I feel isolated and lonely sometimes because I can't connect with other students due to the language barrier. It's hard to join conversations and make friends when you don't speak the same language.""",international student experiences,student_feedback,isolated lonely sometimes connect due language barrier join conversation friend speak language,12,1
"2. ""I love the diversity on campus, but sometimes it's hard to communicate with international students because of the cultural differences. It can be frustrating trying to understand their perspectives and vice versa.""",international student experiences,student_feedback,love diversity sometimes communicate international cultural difference frustrating trying understand perspective vice versa,13,1
"3. ""I think it would be helpful if the university provided more opportunities for international and domestic students to interact and learn from each other. Maybe language classes or cultural events.""",international student experiences,student_feedback,think helpful provided opportunity international domestic interact learn maybe language cultural event,12,1
"4. ""I feel like I'm missing out on a lot because I can't fully participate in class discussions and group projects. It's hard to contribute when you don't have a full understanding of the language.""",international student experiences,student_feedback,missing fully participate discussion group project contribute full understanding language,10,1
"5. ""I appreciate the efforts that some professors make to accommodate international students, but I think there could be more support and resources available. Maybe a tutoring program or language exchange program.""",international student experiences,student_feedback,appreciate effort professor accommodate international think resource maybe tutoring program language exchange program,13,1
"6. ""It's frustrating when professors and classmates assume that all students are familiar with certain cultural references or idioms. It would be nice if there was more education and awareness around cultural differences.""",international student experiences,student_feedback,frustrating professor classmate assume familiar certain cultural reference idiom nice education awareness around cultural difference,15,1
"7. ""I've noticed that some international students are hesitant to speak up in class or ask questions because they're afraid of being misunderstood or judged. It would be great if the university provided more opportunities for them to practice their language skills in a safe and supportive environment.""",international student experiences,student_feedback,noticed international hesitant speak ask question afraid misunderstood judged great provided opportunity practice language skill safe supportive environment,18,1
"8. ""I think it would be helpful if the university provided more resources for international students who are struggling with language or cultural barriers. Maybe a mentorship program or support group.""",international student experiences,student_feedback,think helpful provided resource international struggling language cultural barrier maybe mentorship program group,13,1
"9. ""As a domestic student, I sometimes feel guilty that I don't know more about other cultures and languages. I wish there were more opportunities for me to learn and engage with international students.""",international student experiences,student_feedback,domestic sometimes guilty know culture language wish opportunity learn engage international,11,1
"10. ""I've had some great conversations and learned a lot from international students, but it can still be frustrating when we can't fully communicate. I think the university should invest more in language and culture education for all students.""",international student experiences,student_feedback,great conversation learned international frustrating fully communicate think invest language culture education,12,1
"11. ""I feel like I'm missing out on some of the benefits of a diverse student body because I can't fully connect with international students. It would be great if there were more opportunities for us to interact and learn from each other.""",international student experiences,student_feedback,missing benefit diverse body fully connect international great opportunity interact learn,11,1
"12. ""I think it's important for the university to prioritize language and cultural diversity in its recruitment efforts. We need more international students and domestic students from diverse backgrounds to create a truly inclusive community.""",international student experiences,student_feedback,think important prioritize language cultural diversity recruitment effort international domestic diverse background create truly inclusive community,16,1
"13. ""It can be difficult to navigate social situations with international students because there are often cultural norms and expectations that I'm not familiar with. I wish there were more resources available to help bridge these gaps.""",international student experiences,student_feedback,navigate social situation international often cultural norm expectation familiar wish resource help bridge gap,14,1
"14. ""I think it's important for the university to create a welcoming and inclusive environment for all students, regardless of their language or cultural background. We should celebrate our differences and learn from each other.""",international student experiences,student_feedback,think important create welcoming inclusive environment regardless language cultural background celebrate difference learn,13,1
"15. ""Sometimes I feel like there's a divide between international and domestic students, and it's hard to bridge that gap. I think the university should do more to encourage and facilitate cross-cultural interactions.""",international student experiences,student_feedback,sometimes divide international domestic bridge gap think encourage facilitate cross cultural interaction,12,1
"16. ""I've noticed that some international students struggle with homesickness and feeling isolated. It would be great if the university provided more resources and support for these students.""",international student experiences,student_feedback,noticed international struggle homesickness feeling isolated great provided resource,9,1
"17. ""I think it would be helpful if the university offered more language courses for students who want to learn a new language. This would not only help international students, but also domestic students who are interested in language and culture.""",international student experiences,student_feedback,think helpful offered language want learn new language help international domestic interested language culture,14,1
"18. ""I appreciate the diversity on campus, but sometimes it can be hard to navigate the different cultural norms and expectations. It would be great if the university provided more education and awareness around these issues.""",international student experiences,student_feedback,appreciate diversity sometimes navigate different cultural norm expectation great provided education awareness around issue,14,1
"19. ""I think it's important for the university to provide opportunities for international students to share their cultures and traditions",international student experiences,student_feedback,think important provide opportunity international share culture tradition,8,1
"1. ""I find it difficult to communicate with my peers who are from different countries. Sometimes, I struggle to understand their accents or the way they express themselves.""",international student experiences,student_feedback,find communicate peer different country sometimes struggle understand accent way express,11,1
"2. ""As an international student, I often feel left out in group activities as most students prefer to converse in their native language.""",international student experiences,student_feedback,international often left group activity prefer converse native language,9,1
"3. ""It can be frustrating to constantly have to explain my cultural background to others, especially when they don't seem interested in understanding.""",international student experiences,student_feedback,frustrating constantly explain cultural background others especially seem interested understanding,10,1
"4. ""I wish there were more opportunities to learn about different cultures and interact with students from diverse backgrounds.""",international student experiences,student_feedback,wish opportunity learn different culture interact diverse background,8,1
"5. ""The language barrier can make it hard to participate in class discussions, which can be isolating.""",international student experiences,student_feedback,language barrier participate discussion isolating,5,1
"6. ""I often feel like an outsider in social situations, as I struggle to connect with others due to cultural differences.""",international student experiences,student_feedback,often outsider social situation struggle connect others due cultural difference,10,1
"7. ""It would be great if the university could organize more events that celebrate cultural diversity and promote inclusivity.""",international student experiences,student_feedback,great organize event celebrate cultural diversity promote inclusivity,8,1
"8. ""As an international student, I sometimes feel like I'm being judged based on stereotypes and misconceptions about my home country.""",international student experiences,student_feedback,international sometimes judged based stereotype misconception home country,8,1
"9. ""I find it challenging to make friends with local students, as we often have different interests and experiences.""",international student experiences,student_feedback,find challenging friend local often different interest experience,8,1
"10. ""There's a lack of awareness and understanding about the challenges faced by international students, which can make it hard to feel supported.""",international student experiences,student_feedback,lack awareness understanding challenge faced international supported,7,1
"11. ""I wish there were more language support programs available to help me improve my English skills.""",international student experiences,student_feedback,wish language program help improve english skill,7,1
"12. ""It can be tough to adapt to a new culture and environment, especially when there are cultural differences that I'm not used to.""",international student experiences,student_feedback,tough adapt new culture environment especially cultural difference,8,1
"13. ""I feel like I have to constantly explain myself and my culture to others, which can be exhausting.""",international student experiences,student_feedback,constantly explain culture others exhausting,5,1
"14. ""It's hard to make connections with people when you don't share the same cultural references and experiences.""",international student experiences,student_feedback,connection people share cultural reference experience,6,1
"15. ""Sometimes, I feel like my accent is a barrier to effective communication with my peers and professors.""",international student experiences,student_feedback,sometimes accent barrier effective communication peer professor,7,1
"16. ""I wish there were more opportunities for international and local students to collaborate and work together on projects.""",international student experiences,student_feedback,wish opportunity international local collaborate work together project,8,1
"17. ""There's a lack of cultural sensitivity and awareness on campus, which can lead to misunderstandings and conflicts.""",international student experiences,student_feedback,lack cultural sensitivity awareness lead misunderstanding conflict,7,1
"18. ""It's frustrating when people make assumptions about me based on my race or ethnicity, without taking the time to get to know me as an individual.""",international student experiences,student_feedback,frustrating people assumption based race ethnicity without know individual,9,1
"19. ""As an international student, I sometimes feel like I'm not taken seriously in academic settings because of my accent or cultural background.""",international student experiences,student_feedback,international sometimes seriously academic setting accent cultural background,8,1
"20. ""I would love to see more cultural exchange programs offered by the university to help students learn from each other.""",international student experiences,student_feedback,love see cultural exchange program offered help learn,8,1
"21. ""It can be difficult to find common ground with people from vastly different cultures and backgrounds.""",international student experiences,student_feedback,find common ground people vastly different culture background,8,1
"22. ""I wish there were more resources available to help international students navigate the challenges of studying abroad.""",international student experiences,student_feedback,wish resource help international navigate challenge studying abroad,8,1
"23. ""I sometimes feel like I have to compromise my cultural identity in order to fit in with my peers.""",international student experiences,student_feedback,sometimes compromise cultural identity order fit peer,7,1
"24. ""It can be tough to balance the demands of academic work with the challenges of adapting to a new culture.""",international student experiences,student_feedback,tough balance demand academic work challenge adapting new culture,9,1
"25. ""I wish there were more opportunities to learn about the local culture and customs, as well as share my own cultural traditions with others.""",international student experiences,student_feedback,wish opportunity learn local culture custom well share cultural tradition others,11,1
"26. ""Sometimes, I feel like I'm not able to fully express myself or my opinions in discussions because of language barriers.""",international student experiences,student_feedback,sometimes fully express opinion discussion language barrier,7,1
"27. ""I would appreciate it if the university could offer more language support services to help me improve my communication skills.""",international student experiences,student_feedback,appreciate offer language service help improve communication skill,8,1
"28. ""It can be hard to navigate the social scene on campus when you don't share the same interests or cultural background as most students.""",international student experiences,student_feedback,navigate social scene share interest cultural background,7,1
"29. ""I find it difficult to build relationships with professors and academic advisors because of the language and cultural barriers.""",international student experiences,student_feedback,find build relationship professor academic advisor language cultural barrier,9,1
"30. ""I wish there were more opportunities for international students to share their perspectives and experiences with the wider campus community.""",international student experiences,student_feedback,wish opportunity international share perspective experience wider community,8,1
The online learning experience has been difficult due to poor internet connectivity and frequent technical difficulties.,online learning,student_feedback,online learning due poor internet connectivity frequent technical difficulty,9,4
Limited access to online resources has made it difficult to complete assignments and stay on track with coursework.,online learning,student_feedback,online resource complete assignment stay track coursework,7,2
Time zone differences for online classes have been a challenge for international students who have to adjust their schedules to accommodate the class times.,online learning,student_feedback,zone difference online challenge international adjust schedule accommodate time,9,4
"Professors have limited availability during online classes, which has made it difficult to get the support needed to succeed in the course.",online learning,student_feedback,professor availability online needed succeed,5,4
"Online students have limited access to internships and job opportunities, which puts them at a disadvantage compared to on-campus students.",online learning,student_feedback,online internship job opportunity put disadvantage compared,7,3
The lack of face-to-face interaction in online classes has made it difficult to engage with peers and build relationships with professors.,online learning,student_feedback,lack face face interaction online engage peer build relationship professor,10,4
Technical difficulties with online classes have caused some students to fall behind on coursework and struggle to catch up.,online learning,student_feedback,technical difficulty online caused fall behind coursework struggle catch,9,4
Limited access to online resources has made it difficult to find and access the materials needed to complete assignments and study for exams.,online learning,student_feedback,online resource find material needed complete assignment study exam,9,2
Time zone differences for online classes have made it challenging to balance coursework with other commitments and responsibilities.,online learning,student_feedback,zone difference online challenging balance coursework commitment responsibility,8,4
Limited availability of professors during online classes has made it difficult to get timely feedback and support on coursework.,online learning,student_feedback,availability professor online timely feedback coursework,6,4
Online students often miss out on networking opportunities and face-to-face interactions with professors and peers.,online learning,student_feedback,online often miss networking opportunity face face interaction professor peer,10,4
"The lack of access to on-campus resources, such as the library and student support services, has put online students at a disadvantage.",online learning,student_feedback,lack resource library service put online disadvantage,7,4
Technical difficulties with online classes have caused some students to become frustrated and lose motivation.,online learning,student_feedback,technical difficulty online caused become frustrated lose motivation,8,4
Limited access to online resources has made it difficult to fully engage with course material and succeed in the class.,online learning,student_feedback,online resource fully engage material succeed,6,2
Time zone differences for online classes have made it difficult to attend live lectures and participate in group activities.,online learning,student_feedback,zone difference online attend live lecture participate group activity,9,4
Limited availability of professors during online classes has made it difficult to get personalized attention and support.,online learning,student_feedback,availability professor online personalized attention,5,4
Online students often feel isolated and disconnected from the campus community.,online learning,student_feedback,online often isolated disconnected community,5,4
Technical difficulties with online classes have caused some students to question the effectiveness of online learning.,online learning,student_feedback,technical difficulty online caused question effectiveness online learning,8,4
Limited access to online resources has made it difficult to stay organized and keep track of assignments and deadlines.,online learning,student_feedback,online resource stay organized keep track assignment deadline,8,2
Time zone differences for online classes have made it difficult to balance coursework with work and other responsibilities.,online learning,student_feedback,zone difference online balance coursework work responsibility,7,4
Limited availability of professors during online classes has made it difficult to get the guidance needed to succeed in the course.,online learning,student_feedback,availability professor online guidance needed succeed,6,4
Online students often struggle to stay motivated and engaged in their coursework without the support of in-person interactions.,online learning,student_feedback,online often struggle stay motivated engaged coursework without person interaction,10,4
Technical difficulties with online classes have caused some students to fall behind and struggle to catch up.,online learning,student_feedback,technical difficulty online caused fall behind struggle catch,8,4
Limited access to online resources has made it difficult to fully participate in class discussions and activities.,online learning,student_feedback,online resource fully participate discussion activity,6,2
Time zone differences for online classes have made it difficult to attend office hours and get individualized attention from professors.,online learning,student_feedback,zone difference online attend office hour individualized attention professor,9,4
Limited availability of professors during online classes has made it difficult to get timely feedback on assignments and exams.,online learning,student_feedback,availability professor online timely feedback assignment exam,7,4
Online students often feel like they are missing out on the full college experience by not being on campus.,online learning,student_feedback,online often missing full college,5,4
Technical difficulties with online classes have caused some students to become discouraged and lose motivation.,online learning,student_feedback,technical difficulty online caused become discouraged lose motivation,8,4
Limited access to online resources has made it difficult to access additional support and resources for struggling students.,online learning,student_feedback,online resource additional resource struggling,5,2
Time zone differences for online classes have made it difficult to participate in group projects and work collaboratively with peers.,online learning,student_feedback,zone difference online participate group project work collaboratively peer,9,4
Online classes are not the same as in-person classes. I find it hard to stay engaged and motivated with online learning.,online learning,student_feedback,online person find stay engaged motivated online learning,8,4
Technical issues with the online platform make it difficult to participate in class and complete assignments.,online learning,student_feedback,technical issue online platform participate complete assignment,7,4
