Genre,Reports,Age,Gpa,Year,Count,Gender,Nationality,processed_text,raw_feedback_text,umap_x,umap_y,sem_cluster,sem_confidence,sentiment,sentiment_score,cluster_label,sem_cluster_name
Career opportunities,"Finding job opportunities has been a challenge, especially since many require years of experience that I don't have as a student.",17,1.13,5,1,M,Egypt,finding job opportunities has been a challenge especially since many require years of experience that i dont have as a student,"Finding job opportunities has been a challenge, especially since many require years of experience that I don't have as a student.",11.16589,8.1686325,6,0.98,Positive,0.4404,Cluster 6,💼 Career & Internship Opportunities
Career opportunities,The university needs to offer more workshops and training sessions to help students improve their networking and job-seeking skills.,19,0.75,5,1,M,Egypt,the university needs to offer more workshops and training sessions to help students improve their networking and jobseeking skills,The university needs to offer more workshops and training sessions to help students improve their networking and job-seeking skills.,10.532677,9.575773,6,0.98,Positive,0.6808,Cluster 6,💼 Career & Internship Opportunities
Career opportunities,Limited internship opportunities have made it hard for me to gain practical experience in my field before graduation.,19,3.6,4,1,F,Egypt,limited internship opportunities have made it hard for me to gain practical experience in my field before graduation,Limited internship opportunities have made it hard for me to gain practical experience in my field before graduation.,11.61754,8.616068,6,0.98,Positive,0.5719,Cluster 6,💼 Career & Internship Opportunities
Career opportunities,I feel like I'm on my own when it comes to finding job opportunities. The university should offer more support and guidance in this area.,25,0.21,4,1,M,Egypt,i feel like im on my own when it comes to finding job opportunities the university should offer more support and guidance in this area,I feel like I'm on my own when it comes to finding job opportunities. The university should offer more support and guidance in this area.,10.891337,8.970383,6,0.98,Positive,0.796,Cluster 6,💼 Career & Internship Opportunities
Career opportunities,"Networking is a crucial part of career development, but I feel like I'm not getting enough exposure to professionals in my field.",24,1.53,4,1,M,Egypt,networking is a crucial part of career development but i feel like im not getting enough exposure to professionals in my field,"Networking is a crucial part of career development, but I feel like I'm not getting enough exposure to professionals in my field.",10.410144,9.351854,6,0.98,Positive,0.5023,Cluster 6,💼 Career & Internship Opportunities
Career opportunities,The university should partner with more companies to offer internships and job opportunities to students.,27,0.9,4,1,F,Egypt,the university should partner with more companies to offer internships and job opportunities to students,The university should partner with more companies to offer internships and job opportunities to students.,11.034434,9.437365,6,0.98,Positive,0.3818,Cluster 6,💼 Career & Internship Opportunities
Career opportunities,"I've applied to numerous internships and jobs, but haven't had any luck. It's discouraging and I wish the university could do more to help.",20,0.79,4,1,F,Egypt,ive applied to numerous internships and jobs but havent had any luck its discouraging and i wish the university could do more to help,"I've applied to numerous internships and jobs, but haven't had any luck. It's discouraging and I wish the university could do more to help.",11.175875,8.82091,6,0.98,Positive,0.1148,Cluster 6,💼 Career & Internship Opportunities
Career opportunities,It's frustrating to see job postings for entry-level positions that require years of experience. How are students supposed to gain that experience?,23,0.72,4,1,F,Egypt,its frustrating to see job postings for entrylevel positions that require years of experience how are students supposed to gain that experience,It's frustrating to see job postings for entry-level positions that require years of experience. How are students supposed to gain that experience?,11.217916,8.63608,6,0.98,Positive,0.128,Cluster 6,💼 Career & Internship Opportunities
Career opportunities,The university should offer more courses or programs that focus on job searching and professional development.,22,2.0,5,1,F,Egypt,the university should offer more courses or programs that focus on job searching and professional development,The university should offer more courses or programs that focus on job searching and professional development.,10.845841,9.150395,6,0.98,Neutral,0.0,Cluster 6,💼 Career & Internship Opportunities
Career opportunities,"Limited job opportunities have forced me to consider alternative career paths, which is disappointing.",22,2.77,4,1,F,Egypt,limited job opportunities have forced me to consider alternative career paths which is disappointing,"Limited job opportunities have forced me to consider alternative career paths, which is disappointing.",11.339115,7.8673387,6,0.98,Negative,-0.6705,Cluster 6,💼 Career & Internship Opportunities
Career opportunities,"I wish there were more opportunities to connect with professionals outside of the university, like networking events or mentorship programs.",26,2.03,4,1,F,Egypt,i wish there were more opportunities to connect with professionals outside of the university like networking events or mentorship programs,"I wish there were more opportunities to connect with professionals outside of the university, like networking events or mentorship programs.",10.22933,9.95726,6,0.98,Positive,0.796,Cluster 6,💼 Career & Internship Opportunities
Career opportunities,Finding job opportunities feels like a full-time job in itself. The university should do more to make this process easier for students.,16,2.58,5,1,M,Egypt,finding job opportunities feels like a fulltime job in itself the university should do more to make this process easier for students,Finding job opportunities feels like a full-time job in itself. The university should do more to make this process easier for students.,10.910683,9.177659,6,0.98,Positive,0.7845,Cluster 6,💼 Career & Internship Opportunities
Career opportunities,"Internships are essential for building experience and connections in my field, but there aren't many available through the university.",23,1.01,5,1,M,Egypt,internships are essential for building experience and connections in my field but there arent many available through the university,"Internships are essential for building experience and connections in my field, but there aren't many available through the university.",11.682715,8.765394,6,0.98,Neutral,0.0,Cluster 6,💼 Career & Internship Opportunities
Career opportunities,"Networking can be intimidating, especially for introverted students. The university should offer more support and resources to help all students succeed.",18,2.33,5,1,M,Egypt,networking can be intimidating especially for introverted students the university should offer more support and resources to help all students succeed,"Networking can be intimidating, especially for introverted students. The university should offer more support and resources to help all students succeed.",10.301156,9.787134,6,0.98,Positive,0.7178,Cluster 6,💼 Career & Internship Opportunities
Career opportunities,"I've applied to several jobs that I was qualified for, but never heard back. It's frustrating and I wish the university could offer more guidance in this area.",17,2.44,5,1,F,Egypt,ive applied to several jobs that i was qualified for but never heard back its frustrating and i wish the university could offer more guidance in this area,"I've applied to several jobs that I was qualified for, but never heard back. It's frustrating and I wish the university could offer more guidance in this area.",11.01917,8.745544,6,0.98,Negative,-0.0772,Cluster 6,💼 Career & Internship Opportunities
Career opportunities,The university should work with local businesses and organizations to offer more job opportunities to students.,20,2.06,5,1,F,Egypt,the university should work with local businesses and organizations to offer more job opportunities to students,The university should work with local businesses and organizations to offer more job opportunities to students.,10.989165,9.4437,6,0.98,Positive,0.4364,Cluster 6,💼 Career & Internship Opportunities
Career opportunities,It's difficult to find job opportunities that are relevant to my interests and skills. The university should do more to tailor resources to different majors and fields.,25,0.18,4,1,M,Egypt,its difficult to find job opportunities that are relevant to my interests and skills the university should do more to tailor resources to different majors and fields,It's difficult to find job opportunities that are relevant to my interests and skills. The university should do more to tailor resources to different majors and fields.,11.033593,8.689547,6,0.98,Positive,0.2732,Cluster 6,💼 Career & Internship Opportunities
Career opportunities,Limited job opportunities have made me question whether I should continue pursuing my chosen career path.,16,1.71,5,1,F,Egypt,limited job opportunities have made me question whether i should continue pursuing my chosen career path,Limited job opportunities have made me question whether I should continue pursuing my chosen career path.,11.354169,7.894454,6,0.98,Positive,0.1779,Cluster 6,💼 Career & Internship Opportunities
Career opportunities,I wish the university offered more opportunities for students to shadow professionals or gain hands-on experience in their fields.,18,2.11,4,1,F,Egypt,i wish the university offered more opportunities for students to shadow professionals or gain handson experience in their fields,I wish the university offered more opportunities for students to shadow professionals or gain hands-on experience in their fields.,10.376479,10.212833,6,0.911,Positive,0.8399,Cluster 6,💼 Career & Internship Opportunities
Career opportunities,"Networking events hosted by the university are often poorly attended, which makes it hard to connect with professionals.",25,2.96,5,1,M,Egypt,networking events hosted by the university are often poorly attended which makes it hard to connect with professionals,"Networking events hosted by the university are often poorly attended, which makes it hard to connect with professionals.",10.224487,9.773057,6,0.98,Negative,-0.1027,Cluster 6,💼 Career & Internship Opportunities
Career opportunities,"I've tried to reach out to alumni for networking opportunities, but haven't had much luck. The university should offer more support in connecting students with alumni.",27,1.77,5,1,M,Egypt,ive tried to reach out to alumni for networking opportunities but havent had much luck the university should offer more support in connecting students with alumni,"I've tried to reach out to alumni for networking opportunities, but haven't had much luck. The university should offer more support in connecting students with alumni.",10.335071,9.798933,6,0.98,Positive,0.3858,Cluster 6,💼 Career & Internship Opportunities
Career opportunities,The university should partner with more companies to offer job opportunities specifically for recent graduates.,25,2.6,5,1,F,Egypt,the university should partner with more companies to offer job opportunities specifically for recent graduates,The university should partner with more companies to offer job opportunities specifically for recent graduates.,11.052885,9.409436,6,0.98,Positive,0.3818,Cluster 6,💼 Career & Internship Opportunities
Financial Support, I'm not sure I'll be able to afford to finish my degree because of how much debt I've already accumulated.,17,0.87,5,1,F,Egypt, im not sure ill be able to afford to finish my degree because of how much debt ive already accumulated, I'm not sure I'll be able to afford to finish my degree because of how much debt I've already accumulated.,7.67117,5.950391,4,0.98,Negative,-0.5365,Cluster 4,💰 Financial Aid & Administration
Financial Support,It's frustrating that there are so few scholarships available to help with the cost of tuition.,16,2.52,5,1,F,Egypt,its frustrating that there are so few scholarships available to help with the cost of tuition,It's frustrating that there are so few scholarships available to help with the cost of tuition.,7.414437,6.5591974,4,0.98,Negative,-0.0516,Cluster 4,💰 Financial Aid & Administration
Financial Support,"I'm having a hard time filling out all of the financial aid applications, and it's causing me a lot of stress.",23,2.7,4,1,F,Egypt,im having a hard time filling out all of the financial aid applications and its causing me a lot of stress,"I'm having a hard time filling out all of the financial aid applications, and it's causing me a lot of stress.",6.804945,5.714904,4,0.98,Negative,-0.4939,Cluster 4,💰 Financial Aid & Administration
Financial Support,I'm worried about how much student loan debt I'm going to have when I graduate.,26,0.18,1,1,M,Egypt,im worried about how much student loan debt im going to have when i graduate,I'm worried about how much student loan debt I'm going to have when I graduate.,7.5090256,5.9052563,4,0.98,Negative,-0.5719,Cluster 4,💰 Financial Aid & Administration
Financial Support,It's hard to balance my budget when the cost of living keeps going up.,21,3.73,3,1,F,Egypt,its hard to balance my budget when the cost of living keeps going up,It's hard to balance my budget when the cost of living keeps going up.,8.1801815,6.2434735,4,0.98,Negative,-0.1027,Cluster 4,💰 Financial Aid & Administration
Financial Support,"I'm constantly worrying about money, and it's making it hard to focus on my studies.",20,0.39,3,1,F,Egypt,im constantly worrying about money and its making it hard to focus on my studies,"I'm constantly worrying about money, and it's making it hard to focus on my studies.",8.317161,6.0167084,4,0.98,Negative,-0.4215,Cluster 4,💰 Financial Aid & Administration
Financial Support,I wish there were more resources available to help students manage their finances.,19,0.63,2,1,F,Egypt,i wish there were more resources available to help students manage their finances,I wish there were more resources available to help students manage their finances.,8.2671175,7.0147257,4,0.98,Positive,0.6597,Cluster 4,💰 Financial Aid & Administration
Financial Support,"The financial aid office is always so busy, it's hard to get an appointment to speak with someone.",16,3.07,2,1,M,Egypt,the financial aid office is always so busy its hard to get an appointment to speak with someone,"The financial aid office is always so busy, it's hard to get an appointment to speak with someone.",6.698318,5.6524262,4,0.98,Negative,-0.1689,Cluster 4,💰 Financial Aid & Administration
Financial Support,The application process for student loans is so confusing and overwhelming.,27,1.47,2,1,F,Egypt,the application process for student loans is so confusing and overwhelming,The application process for student loans is so confusing and overwhelming.,6.8264937,5.8019156,4,0.98,Negative,-0.3593,Cluster 4,💰 Financial Aid & Administration
Financial Support,"I'm struggling to make ends meet, even with financial aid and scholarships.",19,1.42,4,1,F,Egypt,im struggling to make ends meet even with financial aid and scholarships,"I'm struggling to make ends meet, even with financial aid and scholarships.",7.8096247,6.472688,4,0.98,Negative,-0.4215,Cluster 4,💰 Financial Aid & Administration
Financial Support," The cost of textbooks and other course materials is outrageous, and it's making it difficult to afford my education.",20,0.17,3,1,F,Egypt, the cost of textbooks and other course materials is outrageous and its making it difficult to afford my education," The cost of textbooks and other course materials is outrageous, and it's making it difficult to afford my education.",7.812567,7.365364,4,0.6352,Negative,-0.6705,Cluster 4,💰 Financial Aid & Administration
Financial Support," I'm worried about how I'm going to pay for everything, especially since I lost my job due to the pandemic.",19,0.2,2,1,F,Egypt, im worried about how im going to pay for everything especially since i lost my job due to the pandemic," I'm worried about how I'm going to pay for everything, especially since I lost my job due to the pandemic.",8.566585,5.386684,4,0.98,Negative,-0.6326,Cluster 4,💰 Financial Aid & Administration
Financial Support," The financial aid website is constantly down, which is making it hard to submit my application on time.",22,3.26,2,1,F,Egypt, the financial aid website is constantly down which is making it hard to submit my application on time," The financial aid website is constantly down, which is making it hard to submit my application on time.",6.6607585,5.6339946,4,0.98,Negative,-0.1027,Cluster 4,💰 Financial Aid & Administration
Financial Support, I'm not sure I'll be able to afford to finish my degree because of how much debt I've already accumulated.,20,1.69,5,1,F,Egypt, im not sure ill be able to afford to finish my degree because of how much debt ive already accumulated, I'm not sure I'll be able to afford to finish my degree because of how much debt I've already accumulated.,7.649062,5.9644156,4,0.98,Negative,-0.5365,Cluster 4,💰 Financial Aid & Administration
Financial Support, I wish there were more programs available to help students with their finances.,23,2.17,3,1,F,Egypt, i wish there were more programs available to help students with their finances, I wish there were more programs available to help students with their finances.,8.234011,7.0205584,4,0.98,Positive,0.6597,Cluster 4,💰 Financial Aid & Administration
Financial Support," The financial aid process is so slow, and I need the money now to pay my tuition.",25,3.34,2,1,F,Egypt, the financial aid process is so slow and i need the money now to pay my tuition," The financial aid process is so slow, and I need the money now to pay my tuition.",7.075987,5.8785057,4,0.98,Negative,-0.1027,Cluster 4,💰 Financial Aid & Administration
Financial Support, It's frustrating that I have to work multiple jobs just to afford my education.,22,2.17,2,1,M,Egypt, its frustrating that i have to work multiple jobs just to afford my education, It's frustrating that I have to work multiple jobs just to afford my education.,8.093354,6.3495393,4,0.98,Negative,-0.4404,Cluster 4,💰 Financial Aid & Administration
Financial Support," I'm struggling to make my student loan payments, even though I have a full-time job.",24,3.14,1,1,M,Egypt, im struggling to make my student loan payments even though i have a fulltime job," I'm struggling to make my student loan payments, even though I have a full-time job.",7.4428496,5.870405,4,0.98,Negative,-0.4215,Cluster 4,💰 Financial Aid & Administration
Financial Support," The financial aid package I received was much less than I anticipated, and now I'm not sure how I'm going to pay for school.",21,2.87,1,1,F,Egypt, the financial aid package i received was much less than i anticipated and now im not sure how im going to pay for school," The financial aid package I received was much less than I anticipated, and now I'm not sure how I'm going to pay for school.",7.1286645,5.8486686,4,0.98,Negative,-0.3318,Cluster 4,💰 Financial Aid & Administration
Financial Support," I received a financial warning because I couldn't pay my tuition on time, even though I've been doing everything I can to make ends meet.",16,3.19,5,1,F,Egypt, i received a financial warning because i couldnt pay my tuition on time even though ive been doing everything i can to make ends meet," I received a financial warning because I couldn't pay my tuition on time, even though I've been doing everything I can to make ends meet.",7.6636405,5.7331524,4,0.98,Negative,-0.2741,Cluster 4,💰 Financial Aid & Administration
Financial Support, I wish there were more scholarships available specifically for students in my major.,20,2.48,5,1,F,Egypt, i wish there were more scholarships available specifically for students in my major, I wish there were more scholarships available specifically for students in my major.,7.624425,6.6783524,4,0.98,Positive,0.4019,Cluster 4,💰 Financial Aid & Administration
Financial Support," The cost of living on campus is way too high, and it's making it hard to afford my education.",26,3.55,4,1,F,Egypt, the cost of living on campus is way too high and its making it hard to afford my education," The cost of living on campus is way too high, and it's making it hard to afford my education.",7.4366236,7.4982834,4,0.958,Negative,-0.1027,Cluster 4,💰 Financial Aid & Administration
Financial Support," I'm constantly worried about my financial situation, and it's affecting my mental health.",17,3.57,2,1,F,Egypt, im constantly worried about my financial situation and its affecting my mental health," I'm constantly worried about my financial situation, and it's affecting my mental health.",8.832634,5.535929,4,0.98,Negative,-0.296,Cluster 4,💰 Financial Aid & Administration
Financial Support," It's frustrating that some students seem to have unlimited financial resources, while the rest of us struggle to make ends meet.",21,2.17,2,1,F,Egypt, its frustrating that some students seem to have unlimited financial resources while the rest of us struggle to make ends meet," It's frustrating that some students seem to have unlimited financial resources, while the rest of us struggle to make ends meet.",8.026219,6.9177613,4,0.98,Negative,-0.6369,Cluster 4,💰 Financial Aid & Administration
Financial Support," I feel like I'm drowning in student loan debt, and I'm not sure how to get out of it.",23,2.95,1,1,F,Egypt, i feel like im drowning in student loan debt and im not sure how to get out of it," I feel like I'm drowning in student loan debt, and I'm not sure how to get out of it.",7.483161,5.808653,4,0.98,Negative,-0.2411,Cluster 4,💰 Financial Aid & Administration
Financial Support," The financial aid office is so disorganized, and it's making it hard to get the help I need.",20,2.69,3,1,F,Egypt, the financial aid office is so disorganized and its making it hard to get the help i need," The financial aid office is so disorganized, and it's making it hard to get the help I need.",6.74246,5.6931987,4,0.98,Negative,-0.1447,Cluster 4,💰 Financial Aid & Administration
Financial Support, I wish there were more resources available to help students with their budgeting and financial planning.,22,0.29,4,1,M,Egypt, i wish there were more resources available to help students with their budgeting and financial planning, I wish there were more resources available to help students with their budgeting and financial planning.,8.29624,7.009918,4,0.98,Positive,0.6597,Cluster 4,💰 Financial Aid & Administration
Financial Support," The interest on my student loans is so high, it's going to take me decades to pay them off.",21,0.07,2,1,M,Egypt, the interest on my student loans is so high its going to take me decades to pay them off," The interest on my student loans is so high, it's going to take me decades to pay them off.",7.4377766,5.8632207,4,0.98,Positive,0.3818,Cluster 4,💰 Financial Aid & Administration
Financial Support, I'm constantly worried about having enough money to pay my bills and afford my education at the same time.,27,3.26,4,1,F,Egypt, im constantly worried about having enough money to pay my bills and afford my education at the same time, I'm constantly worried about having enough money to pay my bills and afford my education at the same time.,8.035616,6.082241,4,0.98,Negative,-0.3818,Cluster 4,💰 Financial Aid & Administration
Financial Support," I received a letter threatening to drop me from my classes because I couldn't make a payment on time, even though I've been doing everything I can to keep up with my expenses.",26,2.82,3,1,F,Egypt, i received a letter threatening to drop me from my classes because i couldnt make a payment on time even though ive been doing everything i can to keep up with my expenses," I received a letter threatening to drop me from my classes because I couldn't make a payment on time, even though I've been doing everything I can to keep up with my expenses.",7.7037,5.596034,4,0.98,Negative,-0.6705,Cluster 4,💰 Financial Aid & Administration
Financial Support," It's frustrating that I have to work so many hours just to make ends meet, and it's taking away from my study time.",16,0.5,5,1,F,Egypt, its frustrating that i have to work so many hours just to make ends meet and its taking away from my study time," It's frustrating that I have to work so many hours just to make ends meet, and it's taking away from my study time.",8.087104,6.556564,4,0.98,Negative,-0.4404,Cluster 4,💰 Financial Aid & Administration
Financial Support,I'm struggling to pay for college because there aren't enough scholarships available for students in my program.,25,2.18,3,1,M,Egypt,im struggling to pay for college because there arent enough scholarships available for students in my program,I'm struggling to pay for college because there aren't enough scholarships available for students in my program.,7.315581,6.2255807,4,0.98,Negative,-0.4939,Cluster 4,💰 Financial Aid & Administration
Financial Support,The financial aid application process is so confusing and time-consuming.,26,2.44,2,1,F,Egypt,the financial aid application process is so confusing and timeconsuming,The financial aid application process is so confusing and time-consuming.,6.7335935,5.7232924,4,0.98,Negative,-0.3593,Cluster 4,💰 Financial Aid & Administration
Financial Support,I've been hit hard by student loan debt and it's affecting my ability to focus on my studies.,19,1.2,2,1,F,Egypt,ive been hit hard by student loan debt and its affecting my ability to focus on my studies,I've been hit hard by student loan debt and it's affecting my ability to focus on my studies.,7.5534854,5.820889,4,0.98,Negative,-0.1531,Cluster 4,💰 Financial Aid & Administration
Financial Support,I've been living on a tight budget since starting college and it's really stressful.,16,2.25,1,1,F,Egypt,ive been living on a tight budget since starting college and its really stressful,I've been living on a tight budget since starting college and it's really stressful.,8.196401,6.412538,4,0.98,Negative,-0.5563,Cluster 4,💰 Financial Aid & Administration
Financial Support,I keep receiving financial warnings even though I'm making regular payments on my tuition and fees.,16,0.75,4,1,M,Egypt,i keep receiving financial warnings even though im making regular payments on my tuition and fees,I keep receiving financial warnings even though I'm making regular payments on my tuition and fees.,7.8286314,5.706176,4,0.98,Negative,-0.296,Cluster 4,💰 Financial Aid & Administration
Financial Support,The cost of textbooks and other materials is so high that it's hard to afford them all.,20,0.3,5,1,F,Egypt,the cost of textbooks and other materials is so high that its hard to afford them all,The cost of textbooks and other materials is so high that it's hard to afford them all.,7.8696437,7.332534,4,0.6345,Negative,-0.1027,Cluster 4,💰 Financial Aid & Administration
Financial Support,It's hard to find part-time work that pays enough to cover my expenses while in school.,24,3.16,2,1,M,Egypt,its hard to find parttime work that pays enough to cover my expenses while in school,It's hard to find part-time work that pays enough to cover my expenses while in school.,7.8653603,6.643673,4,0.98,Negative,-0.1027,Cluster 4,💰 Financial Aid & Administration
Financial Support,I'm worried about how I'm going to afford rent and utilities once I graduate and have to start paying back my loans.,18,2.55,3,1,M,Egypt,im worried about how im going to afford rent and utilities once i graduate and have to start paying back my loans,I'm worried about how I'm going to afford rent and utilities once I graduate and have to start paying back my loans.,7.599779,6.061393,4,0.98,Negative,-0.296,Cluster 4,💰 Financial Aid & Administration
Financial Support,"I don't qualify for many scholarships because of my major, which is frustrating.",21,0.17,3,1,M,Egypt,i dont qualify for many scholarships because of my major which is frustrating,"I don't qualify for many scholarships because of my major, which is frustrating.",7.239258,6.245813,4,0.98,Negative,-0.4877,Cluster 4,💰 Financial Aid & Administration
Financial Support," The financial aid office is always so crowded and understaffed, making it difficult to get the help I need.",27,3.37,2,1,F,Egypt, the financial aid office is always so crowded and understaffed making it difficult to get the help i need," The financial aid office is always so crowded and understaffed, making it difficult to get the help I need.",6.6928287,5.660249,4,0.98,Positive,0.0516,Cluster 4,💰 Financial Aid & Administration
Financial Support, I feel like I'm drowning in debt and there's no way out.,25,0.48,4,1,F,Egypt, i feel like im drowning in debt and theres no way out, I feel like I'm drowning in debt and there's no way out.,7.7247314,5.656607,4,0.98,Negative,-0.296,Cluster 4,💰 Financial Aid & Administration
Financial Support," Even with financial aid, I'm struggling to make ends meet while in college.",16,1.04,2,1,M,Egypt, even with financial aid im struggling to make ends meet while in college," Even with financial aid, I'm struggling to make ends meet while in college.",7.7355056,6.3816843,4,0.98,Negative,-0.4215,Cluster 4,💰 Financial Aid & Administration
Financial Support, I'm constantly worried about money and it's affecting my mental health.,17,1.75,4,1,F,Egypt, im constantly worried about money and its affecting my mental health, I'm constantly worried about money and it's affecting my mental health.,8.877945,5.5051684,4,0.98,Negative,-0.296,Cluster 4,💰 Financial Aid & Administration
Financial Support, The college's policies around financial aid and scholarships are confusing and unfair.,23,3.28,1,1,F,Egypt, the colleges policies around financial aid and scholarships are confusing and unfair, The college's policies around financial aid and scholarships are confusing and unfair.,6.897237,6.045854,4,0.98,Negative,-0.6124,Cluster 4,💰 Financial Aid & Administration
Financial Support," I've had to take on multiple jobs just to make ends meet, which leaves little time for studying and extracurricular activities.",20,3.88,2,1,M,Egypt, ive had to take on multiple jobs just to make ends meet which leaves little time for studying and extracurricular activities," I've had to take on multiple jobs just to make ends meet, which leaves little time for studying and extracurricular activities.",8.162121,6.6789336,4,0.98,Neutral,0.0,Cluster 4,💰 Financial Aid & Administration
Financial Support, I'm worried about how I'm going to pay off my student loans once I graduate.,20,1.49,5,1,F,Egypt, im worried about how im going to pay off my student loans once i graduate, I'm worried about how I'm going to pay off my student loans once I graduate.,7.4502664,5.8345885,4,0.98,Negative,-0.3818,Cluster 4,💰 Financial Aid & Administration
Financial Support," The cost of living in the area surrounding the college is too high, making it hard to afford basic necessities.",26,1.38,1,1,F,Egypt, the cost of living in the area surrounding the college is too high making it hard to afford basic necessities," The cost of living in the area surrounding the college is too high, making it hard to afford basic necessities.",7.496474,7.643865,4,0.958,Negative,-0.1027,Cluster 4,💰 Financial Aid & Administration
Financial Support, I wish there were more opportunities for students to earn money through on-campus jobs.,25,2.57,2,1,M,Egypt, i wish there were more opportunities for students to earn money through oncampus jobs, I wish there were more opportunities for students to earn money through on-campus jobs.,10.746342,9.686603,6,0.98,Positive,0.6801,Cluster 6,💼 Career & Internship Opportunities
Financial Support, I'm constantly stressed about money and it's taking a toll on my academic performance.,20,1.13,3,1,F,Egypt, im constantly stressed about money and its taking a toll on my academic performance, I'm constantly stressed about money and it's taking a toll on my academic performance.,8.421463,6.0591826,4,0.98,Negative,-0.34,Cluster 4,💰 Financial Aid & Administration
Financial Support, The financial aid process is so overwhelming that I don't even know where to start.,21,2.85,1,1,F,Egypt, the financial aid process is so overwhelming that i dont even know where to start, The financial aid process is so overwhelming that I don't even know where to start.,6.927747,5.783061,4,0.98,Neutral,0.0,Cluster 4,💰 Financial Aid & Administration
Financial Support, I'm barely able to afford food and other basic necessities on top of tuition and fees.,25,1.13,3,1,F,Egypt, im barely able to afford food and other basic necessities on top of tuition and fees, I'm barely able to afford food and other basic necessities on top of tuition and fees.,7.603251,6.5945582,4,0.98,Positive,0.2023,Cluster 4,💰 Financial Aid & Administration
Financial Support, I wish there were more financial literacy courses offered to students.,27,0.65,5,1,F,Egypt, i wish there were more financial literacy courses offered to students, I wish there were more financial literacy courses offered to students.,8.180417,7.041627,4,0.98,Positive,0.4019,Cluster 4,💰 Financial Aid & Administration
Financial Support, It's frustrating that the college charges so much for things like parking permits and meal plans.,16,0.15,1,1,M,Egypt, its frustrating that the college charges so much for things like parking permits and meal plans, It's frustrating that the college charges so much for things like parking permits and meal plans.,6.96343,9.434293,7,0.8663,Negative,-0.3612,Cluster 7,🏛️ Campus Infrastructure
Financial Support, I'm worried that I won't be able to graduate on time because I can't afford the classes I need.,16,0.82,3,1,F,Egypt, im worried that i wont be able to graduate on time because i cant afford the classes i need, I'm worried that I won't be able to graduate on time because I can't afford the classes I need.,7.809733,6.018446,4,0.98,Negative,-0.296,Cluster 4,💰 Financial Aid & Administration
Financial Support, The college's scholarship application process is so competitive that it feels like there's no point in even trying.,26,2.25,4,1,M,Egypt, the colleges scholarship application process is so competitive that it feels like theres no point in even trying, The college's scholarship application process is so competitive that it feels like there's no point in even trying.,6.812302,5.8983765,4,0.98,Positive,0.3697,Cluster 4,💰 Financial Aid & Administration
Financial Support, It's unfair that some students are able to afford all the materials they need while others can't.,19,1.69,2,1,M,Egypt, its unfair that some students are able to afford all the materials they need while others cant, It's unfair that some students are able to afford all the materials they need while others can't.,7.919854,7.2063484,4,0.687,Negative,-0.4767,Cluster 4,💰 Financial Aid & Administration
Financial Support, I'm struggling to balance my part-time job with my coursework and it's affecting my grades.,23,0.73,1,1,F,Egypt, im struggling to balance my parttime job with my coursework and its affecting my grades, I'm struggling to balance my part-time job with my coursework and it's affecting my grades.,14.163878,6.8510165,2,0.98,Negative,-0.4215,Cluster 2,📚 Academic Support & Wellbeing
Financial Support," The financial aid office is always changing its policies, making it hard to keep up.",24,3.29,3,1,M,Egypt, the financial aid office is always changing its policies making it hard to keep up," The financial aid office is always changing its policies, making it hard to keep up.",6.693224,5.6801023,4,0.98,Negative,-0.1027,Cluster 4,💰 Financial Aid & Administration
Financial Support, I wish the college offered more opportunities for students to earn money through paid internships and co-ops.,23,1.21,5,1,F,Egypt, i wish the college offered more opportunities for students to earn money through paid internships and coops, I wish the college offered more opportunities for students to earn money through paid internships and co-ops.,10.891097,9.557835,6,0.98,Positive,0.6801,Cluster 6,💼 Career & Internship Opportunities
Financial Support," I'm constantly worried about how I'm going to pay for unexpected expenses, like medical bills or car repairs.",26,0.46,1,1,M,Egypt, im constantly worried about how im going to pay for unexpected expenses like medical bills or car repairs," I'm constantly worried about how I'm going to pay for unexpected expenses, like medical bills or car repairs.",8.507155,5.411462,4,0.98,Neutral,-0.0258,Cluster 4,💰 Financial Aid & Administration
Financial Support,"I'm really struggling to pay for my tuition without any financial aid or scholarships, and it's causing me a lot of stress and anxiety.",22,2.3,5,1,M,Egypt,im really struggling to pay for my tuition without any financial aid or scholarships and its causing me a lot of stress and anxiety,"I'm really struggling to pay for my tuition without any financial aid or scholarships, and it's causing me a lot of stress and anxiety.",7.531663,6.1397486,4,0.98,Negative,-0.8051,Cluster 4,💰 Financial Aid & Administration
Financial Support,"The financial aid application process is so complicated and time-consuming, it's almost not worth it.",23,0.12,4,1,M,Egypt,the financial aid application process is so complicated and timeconsuming its almost not worth it,"The financial aid application process is so complicated and time-consuming, it's almost not worth it.",6.748836,5.7144856,4,0.98,Negative,-0.0996,Cluster 4,💰 Financial Aid & Administration
Financial Support,I feel like I'm drowning in student loan debt and it's going to take me years to pay it all off.,21,2.96,4,1,F,Egypt,i feel like im drowning in student loan debt and its going to take me years to pay it all off,I feel like I'm drowning in student loan debt and it's going to take me years to pay it all off.,7.4596815,5.841449,4,0.98,Negative,-0.1027,Cluster 4,💰 Financial Aid & Administration
Financial Support,"Managing my finances as a college student is a constant struggle, especially with the rising cost of living.",16,0.32,4,1,F,Egypt,managing my finances as a college student is a constant struggle especially with the rising cost of living,"Managing my finances as a college student is a constant struggle, especially with the rising cost of living.",8.200742,6.5461164,4,0.98,Negative,-0.3182,Cluster 4,💰 Financial Aid & Administration
